property_name,price,house_type,area_in_sq_ft,no_of_bedrooms,no_of_bathrooms,no_of_receptions,city,postal_code,location,nearest_station,postcode_latitude,postcode_longitude,station_latitude,station_longitude,price_per_sqft,distance_miles
Sheen Gate Gardens,145000,House,1899,4,4,4,London,SW14 7PD,East Sheen,Mortlake,51.4699,-0.262342,51.4699,-0.268523,76.35597682991047,0.27
Ranmere Street,117500,House,1503,4,4,4,London,SW12 9QQ,Balham,Balham,51.4463,-0.15897,51.4452,-0.1517,78.17697937458416,0.32
Carlton Drive,79500,New development,823,2,2,2,London,SW15 2BS,Putney,Putney Bridge,51.4783,-0.254188,51.4683,-0.208795,96.59781287970839,2.07
Drayton Gardens,475000,House,3104,6,6,6,London,SW10 9RY,Chelsea,West Brompton,51.4899,-0.18229,51.487,-0.195185,153.02835051546393,0.59
Lower Mall,65000,Flat / Apartment,743,2,2,2,London,W6 9DJ,Hammersmith,Hammersmith,51.484,-0.223,51.492,-0.22364,87.48317631224765,0.55
Burns Road,85000,House,1167,3,3,3,London,SW11 5GX,Battersea,Clapham Junction,51.4715,-0.16321,51.4645,-0.170518,72.8363324764353,0.58
Candlemakers Apartments,56000,Flat / Apartment,779,1,1,1,London,SW11 3RS,Battersea,Clapham Junction,51.4676,-0.17936,51.4645,-0.170518,71.88703465982029,0.44
Tyneham Road,91000,House,960,3,3,3,London,SW11 5XP,Battersea,Clapham Junction,51.4677,-0.15396,51.4645,-0.170518,94.79166666666667,0.75
Emerson Court,399950,Flat / Apartment,621,1,1,1,London,SW19 7PQ,Wimbledon,Wimbledon,51.4278,-0.19412,51.4215,-0.206403,644.0418679549115,0.69
Wimbledon Hill Road,46500,Flat / Apartment,592,1,1,1,London,SW19 7QU,Wimbledon,Wimbledon,51.4276,-0.193751,51.4215,-0.206403,78.54729729729729,0.69
Swanage Road,153500,House,2352,5,5,5,London,SW18 2DY,Wandsworth,Wandsworth Town,51.5067,-0.226555,51.461,-0.188251,65.26360544217687,3.56
Kenilworth Court,129500,Flat / Apartment,1702,4,4,4,London,SW15 1HA,Putney,Putney Bridge,51.4754,-0.257057,51.4683,-0.208795,76.08695652173913,2.13
Oakhill Road,82500,Flat / Apartment,947,2,2,2,London,SW15 2FJ,Putney,Putney Bridge,51.4794,-0.253131,51.4683,-0.208795,87.11721224920802,2.06
Gloucester Avenue,119500,Flat / Apartment,879,2,2,2,London,NW1 8JA,Camden,Camden Town,51.5422,-0.15499,51.5423,-0.13956,135.9499431171786,0.66
Regents Park Road,125000,Flat / Apartment,1061,2,2,2,London,NW1 7SY,Camden,Camden Town,51.5379,-0.15357,51.5423,-0.13956,117.81338360037701,0.67
Harley Road,135000,Flat / Apartment,1225,2,2,2,London,NW3 3BN,Hampstead,Hampstead,51.5413,-0.17033,51.5565,-0.178301,110.20408163265306,1.1
Bromells Road,55000,New development,542,1,1,1,London,SW4 0BG,Clapham,Clapham Common,51.4596,-0.131,51.4621,-0.137359,101.4760147601476,0.32
Paramount Court,98500,Flat / Apartment,677,2,2,2,London,WC1E 6JP,Bloomsbury,Russell Square,51.5193,-0.1305,51.5231,-0.124253,145.49483013293943,0.38
Grosvenor Avenue,53000,Flat / Apartment,482,1,1,1,London,N5 2NR,Highbury,Canonbury,51.5494,-0.08935,51.5438,-0.090632,109.95850622406638,0.39
Alwyne Road,420000,House,2968,3,3,3,London,N1 2HN,Canonbury,Angel,51.5442,-0.09518,51.5325,-0.106036,141.50943396226415,0.93
Lawford Road,137500,House,1340,3,3,3,London,N1 5BJ,Islington,Angel,51.5402,-0.08221,51.5325,-0.106036,102.61194029850746,1.15
Amhurst Road,57500,Flat / Apartment,707,2,2,2,London,E8 2AG,Hackney,Hackney Downs,51.55,-0.06259,51.5486,-0.060686,81.32956152758133,0.13
Highfields Grove,295000,House,2740,4,4,4,London,N6 6HN,Highgate,Highgate,51.5695,-0.15498,51.5706,-0.14924,107.66423357664233,0.26
Napier Avenue,325000,House,3156,5,5,5,London,SW6 3PT,Fulham,Imperial Wharf,51.4734,-0.2117,51.4751,-0.182927,102.97845373891002,1.24
Hill House Road,90000,House,1989,3,3,3,London,SW16 2AQ,Streatham,Streatham,51.4892,-0.243618,51.4298,-0.131111,45.248868778280546,6.35
Wards Wharf Approach,30000,Flat / Apartment,517,1,1,1,London,E16 2ER,Norwich,Royal Victoria,51.5005,0.03837,51.5091,0.017595,58.02707930367505,1.07
Junction House,51000,New development,577,1,1,1,London,SW11 2NU,Battersea,Clapham Junction,51.4654,-0.17081,51.4645,-0.170518,88.38821490467937,0.06
Foskett Road,35000,Flat / Apartment,302,1,1,1,London,SW6 3LY,Fulham,Imperial Wharf,51.4752,-0.2067,51.4751,-0.182927,115.89403973509934,1.02
Sinclair Gardens,87500,Flat / Apartment,981,2,2,2,London,W14 0AU,West Kensington,West Kensington,51.4954,-0.2109,51.4907,-0.205944,89.1946992864424,0.39
Kingston Vale,109500,House,2642,3,3,3,London,SW15 3RN,Putney,Putney Bridge,51.4833,-0.249356,51.4683,-0.208795,41.44587433762301,2.03
Eversley Park,335000,House,3256,5,5,5,London,SW19 4UU,Wimbledon,Wimbledon,51.4229,-0.200978,51.4215,-0.206403,102.88697788697789,0.25
Ridgmount Road,135000,House,1723,4,4,4,London,SW18 2DA,Wandsworth,Wandsworth Town,51.505,-0.228216,51.461,-0.188251,78.35171213000581,3.49
Regents Park Road,95000,Flat / Apartment,817,2,2,2,London,NW1 7TL,Camden,Camden Town,51.538,-0.15024,51.5423,-0.13956,116.27906976744185,0.55
Manchuria Road,97500,Flat / Apartment,1013,2,2,2,London,SW11 6AE,Battersea,Clapham Junction,51.4544,-0.15528,51.4645,-0.170518,96.24876604146101,0.96
Wellington Square,395000,House,2530,6,6,6,London,SW3 4NW,Chelsea,South Kensington,51.4913,-0.1706,51.494,-0.173044,156.12648221343875,0.21
The Gatehouse,47500,Flat / Apartment,650,2,2,2,London,N7 7EE,Holloway,Caledonian Road & Barnsbury,51.5612,-0.11608,51.5435,-0.114886,73.07692307692308,1.22
Marcon Place,58500,Flat / Apartment,881,2,2,2,London,E8 1LP,Hackney,Hackney Downs,51.5368,-0.0718,51.5486,-0.060686,66.40181611804768,0.94
Lyndale Avenue,175000,House,2223,4,4,4,London,NW2 2QA,Barnet,Cricklewood,51.5608,-0.19959,51.5567,-0.215751,78.72244714349978,0.75
St. Dunstans Avenue,95000,House,1258,4,4,4,London,W3 6QH,Acton,Acton Central,51.5163,-0.2583,51.5087,-0.262807,75.51669316375198,0.56
South Bank Tower,91000,Flat / Apartment,683,1,1,1,London,SE1 9EY,South Bank,London Bridge,51.5078,-0.10728,51.508,-0.087672,133.23572474377744,0.84
Ranelagh Mansions,70000,Flat / Apartment,758,2,2,2,London,SW6 4RH,Fulham,Imperial Wharf,51.4676,-0.1981,51.4751,-0.182927,92.34828496042216,0.83
Bradmore Park Road,127500,House,1419,3,3,3,London,W6 0DT,Hammersmith,Hammersmith,51.4914,-0.2383,51.492,-0.22364,89.85200845665962,0.63
South Park Road,42500,Flat / Apartment,549,1,1,1,London,SW19 8TA,Wimbledon,Wimbledon,51.4232,-0.187698,51.4215,-0.206403,77.41347905282332,0.81
Grove End Road,30000,House,2432,4,4,4,London,NW8 9LY,Westminster,St. Johns Wood,51.5328,-0.17672,51.5317,-0.17419,12.335526315789474,0.13
Deodar Road,77500,Flat / Apartment,990,2,2,2,London,SW15 2NJ,Putney,Putney Bridge,51.4805,-0.252074,51.4683,-0.208795,78.28282828282828,2.04
Muncaster Road,185000,House,2088,4,4,4,London,SW11 6NT,Battersea,Clapham Junction,51.4591,-0.1592,51.4645,-0.170518,88.6015325670498,0.61
Bishops Gate,64900,New development,560,1,1,1,London,SW6 3LF,Fulham,Imperial Wharf,51.4747,-0.2074,51.4751,-0.182927,115.89285714285714,1.05
Amwell Court Estate,399950,Flat / Apartment,806,3,3,3,London,N4 2NY,Finsbury Park,Finsbury Park,51.5663,-0.09271,51.5648,-0.106414,496.21588089330027,0.6
Packington Street,50000,Flat / Apartment,527,1,1,1,London,N1 7EA,Islington,Angel,51.536,-0.09643,51.5325,-0.106036,94.87666034155598,0.48
Dalston Lane,108500,House,1705,3,3,3,London,E8 1NG,Hackney,Hackney Downs,51.5482,-0.06754,51.5486,-0.060686,63.63636363636363,0.3
Bishops Road,159500,House,1679,4,4,4,London,SW6 7AS,Fulham,Imperial Wharf,51.4774,-0.1801,51.4751,-0.182927,94.99702203692674,0.2
Gosberton Road,150000,House,2084,5,5,5,London,SW12 8LE,Balham,Balham,51.4459,-0.15697,51.4452,-0.1517,71.97696737044146,0.23
Hoadly Road,280000,House,4050,6,6,6,London,SW16 1AF,Streatham,Streatham,51.4879,-0.244826,51.4298,-0.131111,69.1358024691358,6.33
Emlyn Road,270000,House,2685,5,5,5,London,W12 9TD,Shepherds Bush,Shepherds Bush,51.5093,-0.2547,51.5053,-0.222986,100.55865921787709,1.39
Berrymede Road,115000,House,1301,4,4,4,London,W4 5JD,Chiswick,Chiswick Park,51.4947,-0.2951,51.4946,-0.267874,88.3935434281322,1.17
Lonsdale Road,247500,House,2406,5,5,5,London,SW13 9DA,Barnes,Barnes Bridge,51.4842,-0.231333,51.472,-0.252633,102.86783042394015,1.25
Eaton Square,295000,Flat / Apartment,1181,2,2,2,London,SW1W 9DF,Belgravia,Victoria,51.5133,-0.140976,51.4952,-0.1445,249.7883149872989,1.26
Fontarabia Road,59500,Flat / Apartment,683,1,1,1,London,SW11 5PE,Battersea,Clapham Junction,51.4636,-0.15381,51.4645,-0.170518,87.11566617862371,0.72
Burland Road,149500,House,1892,5,5,5,London,SW11 6SA,Battersea,Clapham Junction,51.4565,-0.16194,51.4645,-0.170518,79.0169133192389,0.66
Southwold Mansions,62500,Flat / Apartment,693,2,2,2,London,W9 2LF,Maida Vale,Maida Vale,51.5233,-0.1964,51.5276,-0.190592,90.18759018759019,0.39
Elrington Road,165000,House,2048,4,4,4,London,E8 3BJ,Hackney,Hackney Downs,51.5447,-0.06588,51.5486,-0.060686,80.56640625,0.35
Waldeck Road,52500,New development,666,1,1,1,London,W13 8LY,Ealing,West Ealing,51.5128,-0.3219,51.5135,-0.320689,78.82882882882883,0.07
Clapham Common South Side,80000,Flat / Apartment,992,2,2,2,London,SW4 9DX,Clapham,Clapham Common,51.4613,-0.1345,51.4621,-0.137359,80.64516129032258,0.13
Selkirk Road,99500,House,1716,5,5,5,London,SW17 0EP,Tooting,Tooting,51.4912,-0.241655,51.4278,-0.167967,57.98368298368298,5.41
Snarsgate Street,77500,House,634,2,2,2,London,W10 6QP,North Kensington,Latimer Road,51.5204,-0.2156,51.5135,-0.217787,122.2397476340694,0.49
Aspley Road,159500,House,2287,5,5,5,London,SW18 2DB,Wandsworth,Wandsworth Town,51.5051,-0.228065,51.461,-0.188251,69.74202011368605,3.5
Pinnacle House,150000,Flat / Apartment,1438,3,3,3,London,SW18 1JE,Wandsworth,Wandsworth Town,51.5016,-0.231538,51.461,-0.188251,104.3115438108484,3.37
Eaton Square,375000,Flat / Apartment,1550,2,2,2,London,SW1W 9BG,Belgravia,Victoria,51.5118,-0.141898,51.4952,-0.1445,241.93548387096774,1.15
Eastfields Avenue,89500,Flat / Apartment,1039,2,2,2,London,SW18 1FU,Wandsworth,Wandsworth Town,51.5006,-0.232444,51.461,-0.188251,86.1405197305101,3.33
Barnard Mews,65000,Duplex,890,2,2,2,London,SW11 1QU,Battersea,Clapham Junction,51.4614,-0.16682,51.4645,-0.170518,73.03370786516854,0.27
Fitzwilliam Road,139500,House,1918,3,3,3,London,SW4 0DN,Clapham,Clapham Common,51.4597,-0.1331,51.4621,-0.137359,72.7320125130344,0.25
Alderside Apartments,55000,New development,547,1,1,1,London,NW6 6BF,West Hampstead,West Hampstead,51.5336,-0.20397,51.5468,-0.189965,100.54844606946983,1.09
Buckingham Road,155000,House,1378,3,3,3,London,N1 4HY,Islington,Angel,51.5447,-0.08057,51.5325,-0.106036,112.48185776487664,1.38
Kings College Court,285000,Flat / Apartment,1752,2,2,2,London,NW3 3EA,Hampstead,Hampstead,51.5442,-0.16307,51.5565,-0.178301,162.67123287671234,1.07
Greensward House,225000,Flat / Apartment,2557,3,3,3,London,SW6 2TG,Fulham,Imperial Wharf,51.4816,-0.1957,51.4751,-0.182927,87.99374266718812,0.71
Ternary Place,59500,New development,807,2,2,2,London,W5 3HJ,Ealing,Ealing Broadway,51.5065,-0.3164,51.515,-0.300407,73.72986369268897,0.9
Oaklands Road,122500,House,1758,4,4,4,London,SW14 8NJ,East Sheen,Mortlake,51.4733,-0.25902,51.4699,-0.268523,69.68145620022753,0.47
Limehouse Wharf,135000,Flat / Apartment,2264,2,2,2,London,E14 8BP,Canary Wharf,Canary Wharf,51.5087,-0.03299,51.5049,-0.019001,59.628975265017665,0.66
Lime Quarter,54500,New development,773,2,2,2,London,E3 3PJ,Bow,Bromley-by-Bow,51.5222,-0.01817,51.5246,-0.012319,70.50452781371281,0.3
Leythe Road,119500,House,1668,4,4,4,London,W3 8AW,Acton,Acton Central,51.5127,-0.2522,51.5087,-0.262807,71.64268585131894,0.53
Parliament View Apartments,134500,Flat / Apartment,1030,3,3,3,London,SE1 7XL,South Bank,London Bridge,51.4943,-0.12049,51.508,-0.087672,130.58252427184465,1.7
The Tower,140000,Flat / Apartment,1145,2,2,2,London,SW8 2BW,Kensington,Vauxhall,51.4737,-0.1354,51.4875,-0.12293,122.2707423580786,1.09
Peninsula Heights,175000,Flat / Apartment,1232,2,2,2,London,SE1 7TY,South Bank,London Bridge,51.4894,-0.12301,51.508,-0.087672,142.04545454545453,1.99
Chester Close North,235000,House,1844,4,4,4,London,NW1 4JE,Camden,Camden Town,51.5298,-0.1448,51.5423,-0.13956,127.44034707158352,0.89
Elm Tree Court,107500,Flat / Apartment,1142,3,3,3,London,NW8 9JT,Westminster,St. Johns Wood,51.5301,-0.1749,51.5317,-0.17419,94.13309982486865,0.11
Gayville Road,135000,House,1637,4,4,4,London,SW11 6JW,Battersea,Clapham Junction,51.4526,-0.16158,51.4645,-0.170518,82.4679291386683,0.91
Green Street,225000,Flat / Apartment,1348,2,2,2,London,W1K 6RG,Mayfair,Bond Street,51.5101,-0.1544,51.5145,-0.149193,166.91394658753708,0.38
Highbury Hill,142500,House,1761,3,3,3,London,N5 1AU,Highbury,Canonbury,51.5577,-0.10497,51.5438,-0.090632,80.9199318568995,1.14
Reliance Wharf,43500,Flat / Apartment,527,1,1,1,London,N1 5ET,Islington,Angel,51.5372,-0.07927,51.5325,-0.106036,82.5426944971537,1.2
Pattison Road,295000,House,3300,5,5,5,London,NW2 2HJ,Barnet,Cricklewood,51.5613,-0.19428,51.5567,-0.215751,89.39393939393939,0.98
Ternary Place,64500,New development,904,2,2,2,London,W5 3HJ,Ealing,Ealing Broadway,51.5065,-0.3164,51.515,-0.300407,71.34955752212389,0.9
Nightingale Square,250000,House,2413,5,5,5,London,SW12 8QJ,Balham,Balham,51.442,-0.152761,51.4452,-0.1517,103.60547036883547,0.23
Gaskarth Road,120000,House,1585,4,4,4,London,SW12 9NN,Balham,Balham,51.4446,-0.155218,51.4452,-0.1517,75.70977917981072,0.16
Cambridge Road,175000,House,1891,5,5,5,London,SW13 0PG,Barnes,Barnes Bridge,51.4827,-0.23755,51.472,-0.252633,92.54362771020624,0.98
Mirabel Road,72500,Flat / Apartment,924,3,3,3,London,SW6 7EH,Fulham,Imperial Wharf,51.4774,-0.1846,51.4751,-0.182927,78.46320346320347,0.17
Tyneham Road,85000,House,780,2,2,2,London,SW11 5XR,Battersea,Clapham Junction,51.4692,-0.15437,51.4645,-0.170518,108.97435897435898,0.77
Princes Road,224900,House,2600,5,5,5,London,SW19 8RB,Wimbledon,Wimbledon,51.4241,-0.189258,51.4215,-0.206403,86.5,0.76
Old York Road,47500,Flat / Apartment,598,1,1,1,London,SW18 1TQ,Wandsworth,Wandsworth Town,51.5039,-0.229273,51.461,-0.188251,79.4314381270903,3.45
Tritton House,52500,New development,558,1,1,1,London,SW18 1UF,Wandsworth,Wandsworth Town,51.5045,-0.228669,51.461,-0.188251,94.08602150537635,3.47
Gore Road,37000,Flat / Apartment,400,1,1,1,London,E9 7HW,South Hackney,Homerton,51.5481,-0.038,51.5484,-0.0412,92.5,0.14
Calvin Street,250000,Flat / Apartment,2132,2,2,2,London,E1 6NW,Whitechapel,Aldgate East,51.5216,-0.07451,51.5156,-0.070839,117.26078799249531,0.44
Bennerley Road,159500,House,2046,4,4,4,London,SW11 6DR,Battersea,Clapham Junction,51.4577,-0.16787,51.4645,-0.170518,77.95698924731182,0.48
Delaware Mansions,71500,Flat / Apartment,764,2,2,2,London,W9 2LL,Maida Vale,Maida Vale,51.5229,-0.1943,51.5276,-0.190592,93.58638743455498,0.36
Carlton Mansions,98500,Flat / Apartment,978,2,2,2,London,W9 1NR,Maida Vale,Maida Vale,51.5269,-0.1948,51.5276,-0.190592,100.7157464212679,0.19
Great Portland Street,485000,Penthouse,1518,3,3,3,London,W1W 7LS,Fitzrovia,Goodge Street,51.5187,-0.141,51.5206,-0.134357,319.4993412384717,0.31
Bromyard House,35000,Flat / Apartment,420,1,1,1,London,W3 7FG,Acton,Acton Central,51.515,-0.2527,51.5087,-0.262807,83.33333333333333,0.62
York Avenue,325000,House,3467,6,6,6,London,SW14 7LQ,East Sheen,Mortlake,51.4696,-0.262644,51.4699,-0.268523,93.74098644361119,0.25
Landmark Place At Tower Bridge,216600,New development,1236,2,2,2,London,EC3R 6EA,City Of London,Tower Gateway,51.5093,-0.08402,51.5105,-0.074769,175.24271844660194,0.41
Junction House,48000,New development,577,1,1,1,London,SW11 2NU,Battersea,Clapham Junction,51.4654,-0.17081,51.4645,-0.170518,83.18890814558058,0.06
Elsham Road,82500,Flat / Apartment,869,2,2,2,London,W14 8HB,West Kensington,West Kensington,51.4942,-0.2207,51.4907,-0.205944,94.9367088607595,0.68
"Park Terrace, Warriner Gardens",295000,New development,2768,4,4,4,London,SW11 4XW,Battersea,Clapham Junction,51.4745,-0.15876,51.4645,-0.170518,106.57514450867052,0.86
Southlands Drive,58500,Flat / Apartment,784,2,2,2,London,SW19 5QF,Wimbledon,Wimbledon,51.4259,-0.195914,51.4215,-0.206403,74.61734693877551,0.54
Smith Terrace,297500,House,2041,3,3,3,London,SW3 4DL,Chelsea,South Kensington,51.4907,-0.1681,51.494,-0.173044,145.76188143067125,0.31
Thornton Place,89900,New development,982,2,2,2,London,SW4 0AB,Clapham,Clapham Common,51.4575,-0.1286,51.4621,-0.137359,91.5478615071283,0.49
Holland Street,350000,House,2401,4,4,4,London,W8 4NA,Kensington,High Street Kensington,51.5024,-0.1932,51.5003,-0.19211,145.7725947521866,0.15
Kingsland Road,55000,Flat / Apartment,736,2,2,2,London,E8 4EG,Hackney,Hackney Downs,51.5379,-0.0768,51.5486,-0.060686,74.72826086956522,1.01
Calbourne Road,132500,House,1595,4,4,4,London,SW12 8LW,Balham,Balham,51.4436,-0.149358,51.4452,-0.1517,83.07210031347962,0.15
Balham Park Road,240000,House,2850,6,6,6,London,SW12 8DZ,Balham,Balham,51.444,-0.16106,51.4452,-0.1517,84.21052631578948,0.41
Streathbourne Road,250000,House,3525,6,6,6,London,SW17 8QY,Tooting,Tooting,51.4966,-0.23637,51.4278,-0.167967,70.92198581560284,5.59
Phoenix Wharf,115000,Flat / Apartment,1302,2,2,2,London,E14 8DQ,Limehouse,Canary Wharf,51.5101,-0.04112,51.5049,-0.019001,88.32565284178187,1.02
Lock Side Way,55000,New development,1023,2,2,2,London,E16 2QJ,Norwich,Royal Victoria,51.5071,0.07523,51.5091,0.017595,53.763440860215056,2.48
City Walk Apartments,69000,Flat / Apartment,753,2,2,2,London,EC1V 3RF,Clerkenwell,Old Street,51.5262,-0.09837,51.5256,-0.087609,91.63346613545816,0.46
Worship Street,117500,Flat / Apartment,949,2,2,2,London,EC2A 2AH,Shoreditch,Liverpool Street,51.5221,-0.08532,51.5176,-0.0825,123.8145416227608,0.33
Thornton Avenue,20000,House,2222,5,5,5,London,W4 1QG,Chiswick,Chiswick Park,51.4971,-0.276,51.4946,-0.267874,9.000900090009,0.39
Holden Street,90000,House,1223,3,3,3,London,SW11 5UP,Battersea,Clapham Junction,51.4689,-0.15699,51.4645,-0.170518,73.58953393295175,0.66
Matthews Street,87500,House,1061,3,3,3,London,SW11 5AB,Battersea,Clapham Junction,51.471,-0.16274,51.4645,-0.170518,82.4693685202639,0.56
King Edwards Road,169500,House,1938,4,4,4,London,E9 7SF,South Hackney,Homerton,51.5458,-0.0375,51.5484,-0.0412,87.46130030959752,0.24
Lords View,84500,Flat / Apartment,960,2,2,2,London,NW8 7HL,Westminster,St. Johns Wood,51.5292,-0.17024,51.5317,-0.17419,88.02083333333333,0.24
Sovereign Mews,85000,House,1213,4,4,4,London,E2 8ER,Bethnal Green,Bethnal Green,51.5326,-0.07631,51.5303,-0.056163,70.07419620774938,0.88
Eaton Square,325000,Flat / Apartment,1509,1,1,1,London,SW1W 9DF,Belgravia,Victoria,51.5133,-0.140976,51.4952,-0.1445,215.3744201457919,1.26
Egbert Street,175000,Flat / Apartment,1239,3,3,3,London,NW1 8LJ,Camden,Camden Town,51.5403,-0.1532,51.5423,-0.13956,141.24293785310735,0.6
Birchside Apartments,55000,New development,562,1,1,1,London,NW6 5FS,West Hampstead,West Hampstead,51.5336,-0.20312,51.5468,-0.189965,97.86476868327402,1.07
Wimpole Mews,105000,Flat / Apartment,1309,3,3,3,London,W1G 8PD,Marylebone,Oxford Circus,51.517,-0.1493,51.5153,-0.142008,80.21390374331551,0.33
Portman Mansions,109500,Flat / Apartment,945,1,1,1,London,W1U 6NT,Marylebone,Bond Street,51.5155,-0.1494,51.5145,-0.149193,115.87301587301587,0.07
Eldon Grove,110000,Flat / Apartment,985,3,3,3,London,NW3 5PT,Hampstead,Hampstead,51.5535,-0.17172,51.5565,-0.178301,111.6751269035533,0.35
Frognal Lane,30000,Flat / Apartment,2427,4,4,4,London,NW3 7DU,Hampstead,Hampstead,51.5535,-0.18673,51.5565,-0.178301,12.360939431396787,0.42
Pursers Cross Road,215000,House,2416,5,5,5,London,SW6 4QZ,Fulham,Imperial Wharf,51.4676,-0.1991,51.4751,-0.182927,88.99006622516556,0.87
Temple Sheen Road,180000,House,2129,5,5,5,London,SW14 7RS,East Sheen,Mortlake,51.4706,-0.261738,51.4699,-0.268523,84.54673555659934,0.3
Spencer Gardens,129500,House,1248,3,3,3,London,SW14 7AH,Mortlake,Mortlake,51.4724,-0.261303,51.4699,-0.268523,103.76602564102564,0.36
Graveney Road,112500,House,2137,5,5,5,London,SW17 0EG,Tooting,Tooting,51.491,-0.241806,51.4278,-0.167967,52.64389330837623,5.4
Ravenswood Road,102500,House,1556,4,4,4,London,SW12 9PN,Balham,Balham,51.4454,-0.157254,51.4452,-0.1517,65.87403598971723,0.24
Foxbourne Road,167500,House,2346,5,5,5,London,SW17 8EW,Tooting,Tooting,51.4961,-0.236823,51.4278,-0.167967,71.39812446717818,5.57
Weltje Road,275000,House,3251,7,7,7,London,W6 9LT,Hammersmith,Hammersmith,51.4851,-0.2199,51.492,-0.22364,84.58935712088588,0.5
Finborough Road,50000,Flat / Apartment,670,1,1,1,London,SW10 9DA,Chelsea,West Brompton,51.4837,-0.18568,51.487,-0.195185,74.6268656716418,0.47
Dewhurst Road,252000,House,2638,5,5,5,London,W14 0ES,West Kensington,West Kensington,51.4943,-0.2094,51.4907,-0.205944,95.52691432903715,0.29
Sinclair Road,86500,Flat / Apartment,1023,2,2,2,London,W14 0NP,West Kensington,West Kensington,51.4927,-0.2137,51.4907,-0.205944,84.55522971652005,0.36
Lurline Gardens,70000,Flat / Apartment,875,2,2,2,London,SW11 4DB,Battersea,Clapham Junction,51.4767,-0.14988,51.4645,-0.170518,80.0,1.22
Orbel Street,135000,House,1295,3,3,3,London,SW11 3NX,Battersea,Clapham Junction,51.4735,-0.1717,51.4645,-0.170518,104.24710424710425,0.62
Riverwalk,345000,Flat / Apartment,1215,2,2,2,London,SW1P 4FA,Westminster,Victoria,51.4911,-0.127947,51.4952,-0.1445,283.95061728395063,0.77
Birdhurst Road,77500,Flat / Apartment,1066,3,3,3,London,SW18 1AR,Wandsworth,Wandsworth Town,51.4989,-0.234105,51.461,-0.188251,72.70168855534709,3.28
Wilna Road,119500,House,1697,4,4,4,London,SW18 3AY,Wandsworth,Wandsworth Town,51.5132,-0.220213,51.461,-0.188251,70.41838538597526,3.86
Bradstock Road,72500,Penthouse,1200,3,3,3,London,E9 5BZ,Hackney,Homerton,51.5462,-0.0442,51.5484,-0.0412,60.416666666666664,0.2
Ashby Street,70000,Flat / Apartment,606,2,2,2,London,EC1V 0ED,Clerkenwell,Old Street,51.5276,-0.10121,51.5256,-0.087609,115.51155115511551,0.6
Seward Street,69500,Flat / Apartment,796,2,2,2,London,EC1V 3PA,Clerkenwell,Old Street,51.5263,-0.09783,51.5256,-0.087609,87.31155778894473,0.44
Moor Lane,129900,Flat / Apartment,827,2,2,2,London,EC2Y 9BA,City Of London,Moorgate,51.52,-0.09017,51.5183,-0.089063,157.07376058041112,0.13
Rotherwood Road,147500,House,1894,4,4,4,London,SW15 1LA,Putney,Putney Bridge,51.4757,-0.256755,51.4683,-0.208795,77.87750791974656,2.13
Larpent Avenue,295000,House,3336,7,7,7,London,SW15 6UU,Putney,Putney Bridge,51.4878,-0.244977,51.4683,-0.208795,88.42925659472422,2.06
Granard Road,45000,Flat / Apartment,570,2,2,2,London,SW12 8UJ,Balham,Balham,51.4424,-0.149034,51.4452,-0.1517,78.94736842105263,0.22
Worcester Gardens,55000,Flat / Apartment,672,2,2,2,London,SW11 6LR,Battersea,Clapham Junction,51.4596,-0.16119,51.4645,-0.170518,81.8452380952381,0.53
Pall Mall,225000,Flat / Apartment,1297,2,2,2,London,SW1Y 5JH,St Jamess,Piccadilly Circus,51.5073,-0.1373,51.5098,-0.134429,173.47725520431766,0.21
Aberdeen Road,65000,Flat / Apartment,667,1,1,1,London,N5 2XA,Highbury,Canonbury,51.557,-0.09499,51.5438,-0.090632,97.4512743628186,0.93
Sandilands Road,85000,House,900,2,2,2,London,SW6 2BD,Fulham,Imperial Wharf,51.4793,-0.1968,51.4751,-0.182927,94.44444444444444,0.66
Edenvale Street,82500,Flat / Apartment,1027,3,3,3,London,SW6 2SF,Fulham,Imperial Wharf,51.4789,-0.1939,51.4751,-0.182927,80.33106134371957,0.54
Linver Road,185000,House,1678,5,5,5,London,SW6 3RB,Fulham,Imperial Wharf,51.4744,-0.2104,51.4751,-0.182927,110.2502979737783,1.18
Doulton House,175000,Flat / Apartment,1390,3,3,3,London,SW6 2FT,Fulham,Imperial Wharf,51.4786,-0.1915,51.4751,-0.182927,125.89928057553956,0.44
Lilyville Road,315000,House,3100,5,5,5,London,SW6 5DP,Fulham,Imperial Wharf,51.4714,-0.183,51.4751,-0.182927,101.61290322580645,0.26
Cornwall Gardens,119500,Flat / Apartment,752,2,2,2,London,SW7 4BA,South Kensington,South Kensington,51.4978,-0.1669,51.494,-0.173044,158.9095744680851,0.37
Aberdeen Wharf,95000,Flat / Apartment,973,2,2,2,London,E1W 2ND,Wapping,Tower Gateway,51.503,-0.05912,51.5105,-0.074769,97.63617677286742,0.85
Bishops Gate,105000,New development,817,2,2,2,London,SW6 3LF,Fulham,Imperial Wharf,51.4747,-0.2074,51.4751,-0.182927,128.51897184822522,1.05
Montem Terrace,389500,New development,4453,6,6,6,London,SW20 8AG,Wimbledon,Raynes Park,51.4108,-0.2337,51.409,-0.23054,87.46912194026498,0.18
Belvedere Heights,42500,Flat / Apartment,502,1,1,1,London,NW8 8HZ,Westminster,St. Johns Wood,51.5256,-0.17011,51.5317,-0.17419,84.66135458167331,0.46
