property_name,price,house_type,area_in_sq_ft,no_of_bedrooms,no_of_bathrooms,no_of_receptions,city,postal_code,location,nearest_station,postcode_latitude,postcode_longitude,station_latitude,station_longitude,price_per_sqft,distance_miles
Cranley Gardens,140000,Flat / Apartment,732,2,2,2,London,SW7 3BD,South Kensington,South Kensington,51.4966,-0.1722,51.494,-0.173044,191.2568306010929,0.18
White Hart Lane,72500,Flat / Apartment,1242,2,2,2,London,SW13 0PZ,Barnes,Barnes Bridge,51.4834,-0.235996,51.472,-0.252633,58.373590982286636,1.06
Chenies Mews,20000,Flat / Apartment,1335,2,2,2,London,WC1E 6HU,Bloomsbury,Russell Square,51.5205,-0.1314,51.5231,-0.124253,14.9812734082397,0.36
Overstrand Mansions,85000,Flat / Apartment,838,2,2,2,London,SW11 4HA,Battersea,Clapham Junction,51.4751,-0.15712,51.4645,-0.170518,101.43198090692124,0.93
Tottenham Road,25500,Flat / Apartment,440,1,1,1,London,N1 4EP,Islington,Angel,51.5447,-0.07658,51.5325,-0.106036,57.95454545454545,1.52
Englewood Road,79500,Flat / Apartment,919,2,2,2,London,SW12 9NZ,Balham,Balham,51.4448,-0.15602,51.4452,-0.1517,86.50707290533188,0.19
Hollen Street,150000,New development,843,1,1,1,London,W1F 8AZ,Marylebone,Oxford Circus,51.5159,-0.1374,51.5153,-0.142008,177.93594306049823,0.2
Courtnell Street,325000,House,1813,3,3,3,London,W2 5BX,Bayswater,Paddington,51.5174,-0.209,51.5155,-0.175365,179.26089354660783,1.45
Chi Building,55000,Flat / Apartment,893,2,2,2,London,E1 0EZ,Shadwell,Aldgate East,51.5094,-0.06161,51.5156,-0.070839,61.59014557670773,0.58
Patshull Road,50000,Flat / Apartment,418,1,1,1,London,NW5 2JY,Kentish Town,Gospel Oak,51.5471,-0.13893,51.5555,-0.151577,119.61722488038278,0.8
Ernle Road,295000,House,3601,6,6,6,London,SW20 0HJ,Wimbledon,Raynes Park,51.4087,-0.2213,51.409,-0.23054,81.92168841988337,0.4
Vanderbilt Road,113500,House,1675,4,4,4,London,SW18 3BG,Wandsworth,Wandsworth Town,51.5136,-0.21976,51.461,-0.188251,67.76119402985074,3.88
Dalston Lane,65000,Flat / Apartment,1018,2,2,2,London,E8 1LX,Hackney,Hackney Downs,51.5345,-0.0663,51.5486,-0.060686,63.850687622789785,1.0
Wild Hatch,235000,House,2835,4,4,4,London,NW11 7LD,Hampstead,Golders Green,51.5769,-0.19171,51.5719,-0.19548,82.89241622574956,0.38
Earls Court Square,79500,Flat / Apartment,666,2,2,2,London,SW5 9DG,Earls Court,Earls Court,51.4885,-0.1891,51.4916,-0.193903,119.36936936936937,0.3
Keepier Wharf,190000,Flat / Apartment,1963,4,4,4,London,E14 8DH,Limehouse,Canary Wharf,51.5101,-0.04201,51.5049,-0.019001,96.7906265919511,1.05
Cambridge Road,195000,House,1907,5,5,5,London,SW13 0PG,Barnes,Barnes Bridge,51.4827,-0.23755,51.472,-0.252633,102.25485055060304,0.98
Palace Gate,185000,Flat / Apartment,1332,2,2,2,London,W8 5LY,Kensington,High Street Kensington,51.4988,-0.1988,51.5003,-0.19211,138.88888888888889,0.31
Nutley Terrace,399500,House,3480,3,3,3,London,NW3 5BX,Hampstead,Hampstead,51.5497,-0.17493,51.5565,-0.178301,114.79885057471265,0.49
Dunstable Mews,225000,House,1269,2,2,2,London,W1G 6BT,Marylebone,Oxford Circus,51.5182,-0.1446,51.5153,-0.142008,177.3049645390071,0.23
Elm Grove Road,259500,House,3100,5,5,5,London,SW13 0BX,Barnes,Barnes Bridge,51.4795,-0.245712,51.472,-0.252633,83.70967741935483,0.6
Abbotts Close,65000,Flat / Apartment,767,2,2,2,London,N1 2HJ,Islington,Angel,51.5443,-0.09554,51.5325,-0.106036,84.7457627118644,0.93
Carmichael Court,68500,Flat / Apartment,783,3,3,3,London,SW13 0HA,Barnes,Barnes Bridge,51.4812,-0.241436,51.472,-0.252633,87.48403575989784,0.8
Mint Street,60000,Flat / Apartment,1026,3,3,3,London,E2 6FX,Bethnal Green,Bethnal Green,51.5247,-0.05722,51.5303,-0.056163,58.47953216374269,0.39
Amhurst Road,51500,Flat / Apartment,518,1,1,1,London,E8 1JH,Hackney,Hackney Downs,51.5487,-0.05822,51.5486,-0.060686,99.42084942084942,0.11
College Court,75000,Flat / Apartment,1072,4,4,4,London,W6 9DY,Hammersmith,Hammersmith,51.4851,-0.2238,51.492,-0.22364,69.96268656716418,0.48
Clapham Common North Side,269500,House,2567,5,5,5,London,SW4 9SD,Clapham,Clapham Common,51.4614,-0.14,51.4621,-0.137359,104.98636540708999,0.12
Coleherne Mews,360000,New development,2000,3,3,3,London,SW10 9DZ,Chelsea,West Brompton,51.4878,-0.19076,51.487,-0.195185,180.0,0.2
Maine Tower,105000,New development,1075,3,3,3,London,E14 9DQ,Canary Wharf,Canary Wharf,51.4987,-0.02063,51.5049,-0.019001,97.67441860465117,0.43
Pendant Court,57500,Flat / Apartment,810,2,2,2,London,E16 2TF,Norwich,Royal Victoria,51.4996,0.02714,51.5091,0.017595,70.98765432098766,0.77
Yvon House,50000,Flat / Apartment,536,1,1,1,London,SW11 4GA,Battersea,Clapham Junction,51.4748,-0.15667,51.4645,-0.170518,93.28358208955224,0.93
Norton House,79500,Flat / Apartment,753,2,2,2,London,SE18 6EY,Woolwich,Woolwich Arsenal,51.494,0.06676,51.4896,0.070378,105.57768924302789,0.34
Coborn Mews,55000,Flat / Apartment,574,2,2,2,London,E3 2AB,Bow,Bromley-by-Bow,51.5272,-0.02955,51.5246,-0.012319,95.81881533101046,0.76
Television Centre,123500,Flat / Apartment,960,2,2,2,London,W12 7GP,Shepherds Bush,Shepherds Bush,51.5126,-0.2375,51.5053,-0.222986,128.64583333333334,0.8
Montagu Square,259500,Flat / Apartment,1452,3,3,3,London,W1H 2LW,Marylebone,Oxford Circus,51.5151,-0.1586,51.5153,-0.142008,178.71900826446281,0.71
Church Path,90000,House,1467,3,3,3,London,W3 8AY,Acton,Acton Central,51.5129,-0.2534,51.5087,-0.262807,61.34969325153374,0.5
Blurton Road,127500,House,1730,3,3,3,London,E5 0NH,Clapton,Hackney Central,51.5542,-0.04343,51.5471,-0.056875,73.69942196531792,0.76
Prince Albert Court,270000,Flat / Apartment,1665,3,3,3,London,NW8 7LU,Westminster,St. Johns Wood,51.5365,-0.16044,51.5317,-0.17419,162.16216216216216,0.68
Apex House,65000,Flat / Apartment,798,3,3,3,London,E1 6LF,Whitechapel,Aldgate East,51.5241,-0.07214,51.5156,-0.070839,81.45363408521304,0.59
Gowrie Road,47500,Flat / Apartment,425,1,1,1,London,SW11 5NR,Battersea,Clapham Junction,51.4645,-0.15436,51.4645,-0.170518,111.76470588235294,0.7
Landor Road,45000,Flat / Apartment,647,1,1,1,London,SW9 9PH,Brixton,Brixton,51.4647,-0.1112,51.4568,-0.116796,69.55177743431221,0.6
Queensland Road,55000,New development,728,2,2,2,London,N7 7EZ,Holloway,Caledonian Road & Barnsbury,51.5532,-0.10731,51.5435,-0.114886,75.54945054945055,0.75
Sigdon Road,115000,House,1398,3,3,3,London,E8 1AP,Hackney,Hackney Downs,51.5495,-0.06304,51.5486,-0.060686,82.26037195994277,0.12
Weston Road,59500,Flat / Apartment,702,2,2,2,London,W4 5NH,Chiswick,Chiswick Park,51.4928,-0.2955,51.4946,-0.267874,84.75783475783476,1.19
Westover Hill,485000,House,5613,5,5,5,London,NW3 7UH,Hampstead,Hampstead,51.5648,-0.19205,51.5565,-0.178301,86.40655620880099,0.82
Rusholme Road,319500,House,4923,6,6,6,London,SW15 3JX,Putney,Putney Bridge,51.4826,-0.24996,51.4683,-0.208795,64.89945155393053,2.03
Ardwick Road,79500,New development,925,2,2,2,London,NW2 2BX,Barnet,Cricklewood,51.5577,-0.19669,51.5567,-0.215751,85.94594594594595,0.82
Cedars Mews,229500,House,2454,4,4,4,London,SW4 0QD,Clapham,Clapham Common,51.4598,-0.1281,51.4621,-0.137359,93.52078239608802,0.43
Endlesham Road,280000,House,2872,5,5,5,London,SW12 8JL,Balham,Balham,51.4465,-0.15422,51.4452,-0.1517,97.49303621169916,0.14
Kingswood Road,145000,House,2147,3,3,3,London,SW19 3ND,Wimbledon,Wimbledon,51.4227,-0.201111,51.4215,-0.206403,67.53609687936655,0.24
Althorp Road,295000,New development,3336,6,6,6,London,SW17 7ED,Tooting,Tooting,51.4929,-0.239994,51.4278,-0.167967,88.42925659472422,5.46
Homestead Road,62500,Flat / Apartment,537,2,2,2,London,SW6 7DB,Fulham,Imperial Wharf,51.4769,-0.1836,51.4751,-0.182927,116.38733705772812,0.13
Chaucer Road,10000,House,1502,3,3,3,London,W3 6DP,Acton,Acton Central,51.5167,-0.2593,51.5087,-0.262807,6.657789613848203,0.57
Eltham Court,57500,New development,800,2,2,2,London,W13 8RA,Ealing,West Ealing,51.5114,-0.329,51.5135,-0.320689,71.875,0.39
Moira Court,42500,Flat / Apartment,590,2,2,2,London,SW17 7AQ,Tooting,Tooting,51.4919,-0.2409,51.4278,-0.167967,72.03389830508475,5.43
Hannaford Walk,349995,Flat / Apartment,486,1,1,1,London,E3 3TF,Bow,Bromley-by-Bow,51.5242,-0.01473,51.5246,-0.012319,720.1543209876543,0.11
Godolphin Road,180000,House,2366,4,4,4,London,W12 8JN,Shepherds Bush,Shepherds Bush,51.5109,-0.2328,51.5053,-0.222986,76.07776838546069,0.57
Poplar Grove,105000,Flat / Apartment,958,2,2,2,London,W6 7RF,Hammersmith,Hammersmith,51.4852,-0.2331,51.492,-0.22364,109.60334029227558,0.62
Fulham Park Gardens,160000,Flat / Apartment,1763,4,4,4,London,SW6 4JZ,Fulham,Imperial Wharf,51.4663,-0.2012,51.4751,-0.182927,90.75439591605219,0.99
Lonsdale Road,450000,House,3908,6,6,6,London,SW13 9JS,Barnes,Barnes Bridge,51.4862,-0.226282,51.472,-0.252633,115.14841351074719,1.5
Dolben Court,120000,Flat / Apartment,1083,2,2,2,London,SW1P 4BB,Westminster,Victoria,51.4919,-0.128993,51.4952,-0.1445,110.80332409972299,0.7
Kingston House South,249500,Flat / Apartment,1753,3,3,3,London,SW7 1NF,South Kensington,South Kensington,51.4989,-0.1774,51.494,-0.173044,142.32743867655446,0.39
Cabul Road,127500,House,1750,4,4,4,London,SW11 2PN,Battersea,Clapham Junction,51.47,-0.16998,51.4645,-0.170518,72.85714285714286,0.38
Dalmeny Court,150000,Flat / Apartment,798,2,2,2,London,SW1Y 6BL,St Jamess,Piccadilly Circus,51.5075,-0.1388,51.5098,-0.134429,187.9699248120301,0.25
Shirland Road,60000,Flat / Apartment,630,2,2,2,London,W9 2EL,Maida Vale,Maida Vale,51.5239,-0.1945,51.5276,-0.190592,95.23809523809524,0.31
Randolph Avenue,110000,Flat / Apartment,908,2,2,2,London,W9 1PF,Maida Vale,Maida Vale,51.5269,-0.1959,51.5276,-0.190592,121.1453744493392,0.23
Grand Drive,57500,House,971,3,3,3,London,SW20 9DG,Wimbledon,Raynes Park,51.4142,-0.2563,51.409,-0.23054,59.2173017507724,1.17
Mandalay Road,92500,Flat / Apartment,893,2,2,2,London,SW4 9EE,Clapham,Clapham Common,51.4608,-0.1352,51.4621,-0.137359,103.58342665173572,0.13
Southwell Gardens,475000,Flat / Apartment,2500,3,3,3,London,SW7 4SB,South Kensington,South Kensington,51.4976,-0.1647,51.494,-0.173044,190.0,0.44
Napier Road,20000,House,2189,3,3,3,London,W14 8LQ,West Kensington,West Kensington,51.4965,-0.2223,51.4907,-0.205944,9.136592051164916,0.81
Fielding Road,130000,House,1347,3,3,3,London,W4 1DB,Chiswick,Chiswick Park,51.4923,-0.2831,51.4946,-0.267874,96.51076466221232,0.67
Schubert Road,110000,Flat / Apartment,2043,4,4,4,London,SW15 2QS,Putney,Putney Bridge,51.4808,-0.251772,51.4683,-0.208795,53.84238864415076,2.04
Great Eastern Street,120000,Flat / Apartment,890,1,1,1,London,EC2A 3EP,Shoreditch,Liverpool Street,51.5247,-0.08083,51.5176,-0.0825,134.8314606741573,0.5
Mallinson Road,92500,Flat / Apartment,944,2,2,2,London,SW11 1BP,Battersea,Clapham Junction,51.4582,-0.1679,51.4645,-0.170518,97.98728813559322,0.45
Addisland Court,145000,Flat / Apartment,961,2,2,2,London,W14 8DA,West Kensington,West Kensington,51.4965,-0.2215,51.4907,-0.205944,150.88449531737774,0.78
Ashburn Gardens,219500,Flat / Apartment,1623,3,3,3,London,SW7 4DG,South Kensington,South Kensington,51.4975,-0.1674,51.494,-0.173044,135.2433764633395,0.34
Bazalgette Court,55000,Flat / Apartment,797,2,2,2,London,W6 9AG,Hammersmith,Hammersmith,51.4844,-0.2181,51.492,-0.22364,69.00878293601004,0.58
Deodar Road,137500,House,1360,3,3,3,London,SW15 2NJ,Putney,Putney Bridge,51.4805,-0.252074,51.4683,-0.208795,101.1029411764706,2.04
Boyd Building,44000,Flat / Apartment,847,2,2,2,London,E16 2GY,Norwich,Royal Victoria,51.5061,0.07599,51.5091,0.017595,51.94805194805195,2.52
Nottingham Place,350000,Flat / Apartment,1956,3,3,3,London,W1U 5NH,Marylebone,Bond Street,51.5158,-0.1493,51.5145,-0.149193,178.9366053169734,0.09
Craig Tower,47500,Flat / Apartment,895,2,2,2,London,E3 4EF,Bow,Bromley-by-Bow,51.5168,-0.02183,51.5246,-0.012319,53.072625698324025,0.68
Cavendish Road,82500,Flat / Apartment,1312,3,3,3,London,NW6 7XP,West Hampstead,West Hampstead,51.5437,-0.20691,51.5468,-0.189965,62.88109756097561,0.76
Meadowbank,350000,House,2956,5,5,5,London,NW3 3AY,Hampstead,Hampstead,51.5409,-0.16038,51.5565,-0.178301,118.40324763193505,1.32
Draycott Place,275000,Flat / Apartment,1474,3,3,3,London,SW3 2SB,Chelsea,South Kensington,51.4922,-0.1561,51.494,-0.173044,186.56716417910448,0.74
Mogul Building,62500,Flat / Apartment,928,2,2,2,London,E15 1FY,Stratford,Stratford,51.5442,-0.0016,51.5413,-0.0033,67.34913793103448,0.21
Boat Race House,129500,New development,1487,2,2,2,London,SW14 8HL,Mortlake,Mortlake,51.4723,-0.260077,51.4699,-0.268523,87.0880968392737,0.4
West Hill Road,295000,House,2995,5,5,5,London,SW18 1LE,Wandsworth,Wandsworth Town,51.5017,-0.231387,51.461,-0.188251,98.49749582637729,3.37
Alvington Crescent,130000,House,1907,4,4,4,London,E8 2NW,Hackney,Hackney Downs,51.5504,-0.0734,51.5486,-0.060686,68.16990036706869,0.56
Elizabeth Mews,149500,House,1020,2,2,2,London,NW3 4UH,Hampstead,Hampstead,51.5461,-0.16247,51.5565,-0.178301,146.5686274509804,0.99
Keble Place,79500,Flat / Apartment,922,2,2,2,London,SW13 8HL,Barnes,Barnes Bridge,51.4833,-0.233664,51.472,-0.252633,86.22559652928416,1.13
Chiswick Quay,145000,House,2106,4,4,4,London,W4 3UR,Chiswick,Chiswick Park,51.4943,-0.2753,51.4946,-0.267874,68.85090218423552,0.32
Sugden Road,79500,Flat / Apartment,860,2,2,2,London,SW11 5ED,Battersea,Clapham Junction,51.4624,-0.15728,51.4645,-0.170518,92.44186046511628,0.59
Barmouth Road,76500,Flat / Apartment,993,2,2,2,London,SW18 2DT,Wandsworth,Wandsworth Town,51.5062,-0.227008,51.461,-0.188251,77.0392749244713,3.54
Vicarage Drive,215000,House,2309,5,5,5,London,SW14 8RX,Mortlake,Mortlake,51.4744,-0.257963,51.4699,-0.268523,93.1139021221308,0.55
Ivory House,82500,Flat / Apartment,616,1,1,1,London,E1W 1AT,Wapping,Tower Gateway,51.5078,-0.07159,51.5105,-0.074769,133.92857142857142,0.23
Knivet Road,157500,House,1703,4,4,4,London,SW6 1JJ,Fulham,Imperial Wharf,51.4745,-0.201,51.4751,-0.182927,92.48385202583675,0.78
Wandsworth Road,135000,House,1900,4,4,4,London,SW8 3JF,Kensington,Vauxhall,51.4736,-0.1279,51.4875,-0.12293,71.05263157894737,0.98
Hans Crescent,205000,Flat / Apartment,1003,2,2,2,London,SW1X 0LJ,Knightsbridge,Victoria,51.5233,-0.134983,51.4952,-0.1445,204.38683948155534,1.98
Pond Street,87500,Flat / Apartment,943,2,2,2,London,NW3 2PS,Hampstead,Hampstead,51.5541,-0.16519,51.5565,-0.178301,92.78897136797455,0.59
Glenburnie Road,127500,House,1445,3,3,3,London,SW17 7NE,Tooting,Tooting,51.4935,-0.23939,51.4278,-0.167967,88.23529411764706,5.48
Barrowgate Road,285000,House,2833,5,5,5,London,W4 4QU,Chiswick,Chiswick Park,51.4944,-0.2896,51.4946,-0.267874,100.60007059654077,0.93
Bath Road,350000,House,3775,7,7,7,London,W4 1LJ,Chiswick,Chiswick Park,51.4963,-0.2847,51.4946,-0.267874,92.71523178807946,0.73
Stanlake Road,187500,House,2618,5,5,5,London,W12 7HG,Shepherds Bush,Shepherds Bush,51.5143,-0.2416,51.5053,-0.222986,71.61955691367456,1.01
Bridge Street,210000,House,2139,5,5,5,London,W4 5UF,Chiswick,Chiswick Park,51.492,-0.2939,51.4946,-0.267874,98.17671809256662,1.13
Abbey Lodge,375000,Flat / Apartment,2315,4,4,4,London,NW8 7RJ,Westminster,St. Johns Wood,51.5279,-0.16469,51.5317,-0.17419,161.98704103671707,0.49
Blomfield Road,245000,Flat / Apartment,1289,2,2,2,London,W9 2PD,Maida Vale,Maida Vale,51.5234,-0.1971,51.5276,-0.190592,190.0698215671063,0.4
Arena Tower,49800,Flat / Apartment,554,1,1,1,London,E14 9TA,Canary Wharf,Canary Wharf,51.4976,-0.01571,51.5049,-0.019001,89.89169675090253,0.52
Oxborough House,59000,Flat / Apartment,795,2,2,2,London,SW18 1GS,Wandsworth,Wandsworth Town,51.5012,-0.23184,51.461,-0.188251,74.21383647798743,3.35
Clerkenwell Road,90000,Flat / Apartment,756,2,2,2,London,EC1M 5PY,Clerkenwell,Farringdon,51.5227,-0.09878,51.5202,-0.10484,119.04761904761905,0.31
Cranley Gardens,119500,Flat / Apartment,850,1,1,1,London,SW7 3DD,South Kensington,South Kensington,51.4979,-0.1699,51.494,-0.173044,140.58823529411765,0.3
Courtfield Gardens,219500,Flat / Apartment,1268,2,2,2,London,SW5 0PD,Earls Court,Earls Court,51.4907,-0.1845,51.4916,-0.193903,173.10725552050474,0.41
Bassein Park Road,240000,House,3029,6,6,6,London,W12 9RZ,Shepherds Bush,Shepherds Bush,51.5111,-0.2543,51.5053,-0.222986,79.23407065037966,1.41
Park Mansions,85000,Flat / Apartment,975,3,3,3,London,SW11 4HQ,Battersea,Clapham Junction,51.4748,-0.16298,51.4645,-0.170518,87.17948717948718,0.78
Manor House,102500,Flat / Apartment,1070,3,3,3,London,NW1 5NP,Camden,Camden Town,51.5209,-0.16489,51.5423,-0.13956,95.79439252336448,1.84
Balcombe Street,52000,Flat / Apartment,411,1,1,1,London,NW1 6HD,Camden,Camden Town,51.5245,-0.16248,51.5423,-0.13956,126.52068126520682,1.58
Charlwood Road,195000,House,2158,3,3,3,London,SW15 1PW,Putney,Putney Bridge,51.4769,-0.255547,51.4683,-0.208795,90.36144578313252,2.1
Lansdowne Drive,129500,House,1364,3,3,3,London,E8 3ER,Hackney,Hackney Downs,51.5414,-0.06386,51.5486,-0.060686,94.94134897360703,0.52
Dartmouth Terrace,41000,Flat / Apartment,547,1,1,1,London,SE10 8AX,Greenwich,Greenwich,51.4719,-0.00648,51.4686,0.048831,74.95429616087752,2.39
Embassy Works,62500,Flat / Apartment,541,1,1,1,London,SW8 1UD,Kensington,Vauxhall,51.4817,-0.1326,51.4875,-0.12293,115.5268022181146,0.58
Dance Square,65000,Flat / Apartment,571,1,1,1,London,EC1V 3AN,Islington,Old Street,51.5261,-0.0976,51.5256,-0.087609,113.8353765323993,0.43
Beacon Tower,59500,Flat / Apartment,735,2,2,2,London,SW18 4GL,Wandsworth,Wandsworth Town,51.4517,-0.206948,51.461,-0.188251,80.95238095238095,1.03
Tamarind Court,265000,New development,1191,2,2,2,London,W8 5UP,Kensington,High Street Kensington,51.4994,-0.1959,51.5003,-0.19211,222.50209907640638,0.17
Wandsworth Common West Side,250000,House,2882,6,6,6,London,SW18 2ED,Wandsworth,Wandsworth Town,51.507,-0.226253,51.461,-0.188251,86.74531575294934,3.57
Queenstown Road,95000,House,1661,4,4,4,London,SW8 3QD,Kensington,Vauxhall,51.4692,-0.1325,51.4875,-0.12293,57.1944611679711,1.33
Heath Rise,122500,Flat / Apartment,2056,3,3,3,London,SW15 3HF,Putney,Putney Bridge,51.4822,-0.250413,51.4683,-0.208795,59.58171206225681,2.03
Pembridge Villas,179500,Flat / Apartment,1118,2,2,2,London,W11 3EL,Notting Hill,Ladbroke Grove,51.5182,-0.2005,51.5173,-0.211102,160.5545617173524,0.46
Holroyd Road,229500,House,2899,4,4,4,London,SW15 6LN,Putney,Putney Bridge,51.4862,-0.246487,51.4683,-0.208795,79.16522938944463,2.04
Campden Hill Court,50000,Flat / Apartment,2248,4,4,4,London,W8 7HX,Kensington,High Street Kensington,51.4981,-0.1876,51.5003,-0.19211,22.24199288256228,0.25
Campion Road,289500,House,3414,6,6,6,London,SW15 6NN,Putney,Putney Bridge,51.4867,-0.246034,51.4683,-0.208795,84.79789103690685,2.05
Rutland Gate,10000,Flat / Apartment,728,2,2,2,London,SW7 1BH,South Kensington,South Kensington,51.4993,-0.1778,51.494,-0.173044,13.736263736263735,0.42
Highbury New Park,62500,Flat / Apartment,825,2,2,2,London,N5 2DJ,Highbury,Canonbury,51.5516,-0.09164,51.5438,-0.090632,75.75757575757575,0.54
Freeland Road,30000,House,4088,6,6,6,London,W5 3HR,Ealing,Ealing Broadway,51.5072,-0.3172,51.515,-0.300407,7.3385518590998045,0.9
Edge Hill,395000,New development,4438,5,5,5,London,SW19 4NP,Wimbledon,Wimbledon,51.4232,-0.200012,51.4215,-0.206403,89.00405588102748,0.3
Gorst Road,299900,House,3295,6,6,6,London,SW11 6JE,Battersea,Clapham Junction,51.4527,-0.16479,51.4645,-0.170518,91.01669195751138,0.85
Gloucester Street,96500,Flat / Apartment,925,2,2,2,London,SW1V 2DB,Pimlico,Victoria,51.493,-0.138416,51.4952,-0.1445,104.32432432432432,0.3
Byfeld Gardens,20000,House,2127,4,4,4,London,SW13 9HP,Barnes,Barnes Bridge,51.4858,-0.227448,51.472,-0.252633,9.402914903620122,1.44
Marryat Place,345000,New development,3802,5,5,5,London,SW19 5BL,Wimbledon,Wimbledon,51.4251,-0.196809,51.4215,-0.206403,90.74171488690163,0.48
Callow Street,89500,Flat / Apartment,555,1,1,1,London,SW3 6BJ,Chelsea,South Kensington,51.493,-0.1656,51.494,-0.173044,161.26126126126127,0.33
Stanley Grove,109500,House,1256,4,4,4,London,SW8 3PB,Kensington,Vauxhall,51.4696,-0.1303,51.4875,-0.12293,87.18152866242038,1.28
Foyle Road,282000,New development,3900,5,5,5,London,SE3 7RH,Blackheath,Blackheath,51.4813,0.00984,51.4663,0.008681,72.3076923076923,1.04
Worple Avenue,225000,House,2835,5,5,5,London,SW19 4JQ,Wimbledon,Wimbledon,51.4224,-0.200067,51.4215,-0.206403,79.36507936507937,0.28
Speldhurst Road,145000,House,1667,4,4,4,London,E9 7EH,South Hackney,Homerton,51.5501,-0.0406,51.5484,-0.0412,86.98260347930415,0.12
City Road,70000,Flat / Apartment,997,2,2,2,London,EC1V 2NR,Clerkenwell,Old Street,51.5264,-0.08797,51.5256,-0.087609,70.21063189568706,0.06
Exchange Building,185000,Penthouse,1836,2,2,2,London,E1 6NQ,Whitechapel,Aldgate East,51.5209,-0.07475,51.5156,-0.070839,100.76252723311546,0.4
Doughty Street,30000,House,3325,7,7,7,London,WC1N 2AA,Bloomsbury,Russell Square,51.5208,-0.1244,51.5231,-0.124253,9.022556390977444,0.16
Boundaries Road,152500,House,2232,5,5,5,London,SW12 8HG,Balham,Balham,51.4413,-0.1617,51.4452,-0.1517,68.32437275985663,0.51
Hatton Wall,135000,Penthouse,1117,2,2,2,London,EC1N 8JJ,Clerkenwell,Chancery Lane,51.5213,-0.1095,51.5181,-0.11236,120.85944494180842,0.25
Dallington Street,62500,Flat / Apartment,636,1,1,1,London,EC1V 0DB,Clerkenwell,Old Street,51.5244,-0.1011,51.5256,-0.087609,98.27044025157232,0.59
Marville Road,165000,House,1576,4,4,4,London,SW6 7BB,Fulham,Imperial Wharf,51.4768,-0.1815,51.4751,-0.182927,104.69543147208122,0.13
Inverness Street,45000,Flat / Apartment,500,1,1,1,London,NW1 7HB,Camden,Camden Town,51.5392,-0.14499,51.5423,-0.13956,90.0,0.32
Telford Terrace,162500,House,1372,4,4,4,London,SW1V 3AE,Pimlico,Victoria,51.4909,-0.135801,51.4952,-0.1445,118.4402332361516,0.48
Rosebery Avenue,85000,Flat / Apartment,848,2,2,2,London,EC1R 4UL,Clerkenwell,Farringdon,51.5281,-0.10711,51.5202,-0.10484,100.23584905660377,0.55
Chiswick Quay,225000,House,2469,4,4,4,London,W4 3UR,Chiswick,Chiswick Park,51.4943,-0.2753,51.4946,-0.267874,91.13001215066829,0.32
Hamilton Terrace,395000,House,2803,5,5,5,London,NW8 9UG,Westminster,St. Johns Wood,51.5271,-0.17719,51.5317,-0.17419,140.9204423831609,0.34
Surrey Square,175000,House,2396,5,5,5,London,SE17 2JX,Walworth,Kennington,51.489,-0.08221,51.4883,-0.105883,73.03839732888147,1.02
Newcastle House,119500,Flat / Apartment,678,1,1,1,London,W1U 5BR,Marylebone,Bond Street,51.5161,-0.1494,51.5145,-0.149193,176.2536873156342,0.11
Magdalen Road,65000,Flat / Apartment,1077,2,2,2,London,SW18 3NY,Wandsworth,Wandsworth Town,51.4496,-0.203392,51.461,-0.188251,60.352831940575676,1.02
Perrymead Street,30000,House,3027,5,5,5,London,SW6 3SN,Fulham,Imperial Wharf,51.4761,-0.2086,51.4751,-0.182927,9.910802775024777,1.11
Ceram Court,55000,Flat / Apartment,960,2,2,2,London,E3 3GW,Bow,Bromley-by-Bow,51.5198,-0.01641,51.5246,-0.012319,57.291666666666664,0.38
Bristol House,10000,Flat / Apartment,659,1,1,1,London,SW1W 8DD,Belgravia,Victoria,51.4958,-0.151579,51.4952,-0.1445,15.174506828528072,0.31
Trefoil Road,150000,House,2123,5,5,5,London,SW18 2EQ,Wandsworth,Wandsworth Town,51.5078,-0.225498,51.461,-0.188251,70.6547338671691,3.61
Nevern Square,99500,Flat / Apartment,1021,2,2,2,London,SW5 9NN,Earls Court,Earls Court,51.488,-0.1824,51.4916,-0.193903,97.45347698334966,0.55
Plender Street,52500,Flat / Apartment,565,1,1,1,London,NW1 0LB,Camden,Camden Town,51.5365,-0.1377,51.5423,-0.13956,92.92035398230088,0.41
Ebury Street,239500,Flat / Apartment,1190,3,3,3,London,SW1W 0PA,Belgravia,Victoria,51.4945,-0.150826,51.4952,-0.1445,201.26050420168067,0.28
Abingdon Court,210000,Flat / Apartment,1367,3,3,3,London,W8 6BS,Kensington,High Street Kensington,51.4985,-0.1967,51.5003,-0.19211,153.62106803218728,0.23
Geraldine Road,80000,Flat / Apartment,1044,2,2,2,London,SW18 2NT,Wandsworth,Wandsworth Town,51.5095,-0.223837,51.461,-0.188251,76.62835249042146,3.68
Glenalmond House,88500,Flat / Apartment,1113,3,3,3,London,SW15 3LP,Putney,Putney Bridge,51.4828,-0.249809,51.4683,-0.208795,79.51482479784367,2.03
Howards Lane,239500,House,2881,5,5,5,London,SW15 6NZ,Putney,Putney Bridge,51.4868,-0.245883,51.4683,-0.208795,83.13085734120097,2.04
Maitland Court,168000,Flat / Apartment,1502,3,3,3,London,W2 3PD,Paddington,Paddington,51.5205,-0.1845,51.5155,-0.175365,111.8508655126498,0.52
