@relation 'weka_london_housing_with_stations_crimerate-weka.filters.unsupervised.attribute.Remove-R1-2,5-10,12-15'

@attribute house_type {House,'Flat / Apartment','New development',Penthouse,Studio,Duplex,Mews}
@attribute area_in_sq_ft numeric
@attribute nearest_station {Wimbledon,'Old Street','Putney Bridge',Paddington,'Clapham Junction','Imperial Wharf','High Street Kensington',Tooting,Highgate,'St. Johns Wood',Hampstead,Brixton,Angel,'West Hampstead','Earls Court',Balham,'Chiswick Park','West Brompton','Barnes Bridge','Clapham Common',Homerton,Hornsey,Streatham,'Shepherds Bush',Bromley-by-Bow,'Camden Town','Gospel Oak','Oxford Circus','Ealing Broadway',Charlton,'Chancery Lane',Victoria,'South Kensington','Hackney Downs',Hammersmith,'Maida Vale','Golders Green',Temple,Mortlake,Vauxhall,'Wandsworth Town','Ladbroke Grove',Barbican,'London Bridge','Piccadilly Circus','West Kensington',Canonbury,'Bethnal Green','Woolwich Arsenal','Canary Wharf',Kennington,'Caledonian Road & Barnsbury','Aldgate East','West Ealing','Russell Square','Tower Gateway','Raynes Park','Leicester Square','Bond Street',Cricklewood,'Finsbury Park',Greenwich,'Canada Water','Goodge Street','Charing Cross','Acton Central','Green Park','West Dulwich','Mill Hill East',Farringdon,Hanwell,'Royal Victoria','Latimer Road','Liverpool Street',Moorgate,'Hackney Central',Westminster,'Peckham Rye',Chingford,'East Finchley','Dalston Junction',Blackfriars,Blackheath,'Covent Garden',Lewisham,Stratford,'Kew Bridge',Bank}
@attribute price_per_sqft numeric
@attribute distance_miles numeric
@attribute no_of_crimes_per_year numeric

@data
House,2243,Hammersmith,96.968346,0.52,22068
House,2012,'Clapham Junction',86.978131,0.95,28092
House,1888,'Oxford Circus',132.415254,0.81,76860
House,760,'Clapham Common',121.710526,0.17,34956
'Flat / Apartment',481,'Aldgate East',114.345114,0.25,32976
House,2526,'Chiswick Park',91.053048,0.24,27216
'Flat / Apartment',664,'Putney Bridge',97.891566,2.07,28092
'New development',813,'Acton Central',73.800738,0.53,27264
'Flat / Apartment',941,'Hackney Downs',82.359192,1,33036
'Flat / Apartment',1160,'Clapham Junction',81.896552,0.79,28092
House,2434,Balham,67.789647,0.45,28092
'Flat / Apartment',909,'Caledonian Road & Barnsbury',11.0011,0.23,31164
'Flat / Apartment',1281,Balham,76.112412,0.08,28092
'Flat / Apartment',1097,'Wandsworth Town',61.531449,3.31,28092
'Flat / Apartment',2176,Victoria,160.615809,0.39,76860
'Flat / Apartment',507,Wimbledon,69.033531,0.52,28092
'Flat / Apartment',763,Paddington,163.826999,1.15,23748
'Flat / Apartment',1022,Angel,78.277886,1.27,31164
'Flat / Apartment',747,'Hackney Downs',98.393574,0.52,33036
'New development',1495,'Earls Court',133.444816,0.46,23748
House,2355,Balham,57.324841,0.75,28092
House,1255,Balham,79.282869,0.35,28092
House,2680,Tooting,7.462687,5.6,28092
'Flat / Apartment',1019,Streatham,73.60157,6.33,34956
'Flat / Apartment',1849,'Canary Wharf',78.420768,0.63,32976
'New development',1203,'Canary Wharf',108.063175,0.3,32976
'Flat / Apartment',833,Hammersmith,96.038415,0.79,22068
House,2226,'Clapham Common',8.984726,0.31,34956
'Flat / Apartment',411,'Bethnal Green',87.591241,0.39,32976
'Flat / Apartment',970,'Imperial Wharf',97.938144,0.4,22068
'Flat / Apartment',840,'Bond Street',351.190476,0.37,76860
House,1572,Tooting,76.335878,5.51,28092
'New development',6333,'West Brompton',23.685457,0.49,23748
Penthouse,1255,Wimbledon,75.697211,0.23,28092
'Flat / Apartment',939,Paddington,159.211928,1.37,23748
House,2738,Victoria,100.438276,0.5,23748
'Flat / Apartment',694,'Putney Bridge',88.616715,2.04,28092
'Flat / Apartment',817,'Wandsworth Town',70.991432,3.64,28092
'Flat / Apartment',695,Wimbledon,68.345324,0.61,28092
'Flat / Apartment',1152,Streatham,45.572917,6.34,34956
'Flat / Apartment',500,'Canary Wharf',65,0.43,32976
'Flat / Apartment',1039,Hampstead,95.765159,0.84,31164
House,1275,'Clapham Junction',78.039216,0.43,28092
House,1775,Wimbledon,72.957746,0.45,28092
House,1758,'Wandsworth Town',65.415245,3.54,28092
House,1432,'Wandsworth Town',76.815642,3.85,28092
'Flat / Apartment',661,'Wandsworth Town',84.720121,3.55,28092
'Flat / Apartment',471,'St. Johns Wood',100.849257,0.4,76860
Penthouse,1052,'Aldgate East',104.562738,0.4,32976
'Flat / Apartment',292,Hampstead,136.30137,1.35,31164
House,776,'Clapham Junction',108.891753,0.36,28092
House,1677,Angel,125.223614,0.61,31164
'Flat / Apartment',1359,Angel,102.649007,1.14,31164
'Flat / Apartment',1013,Cricklewood,88.845015,0.97,31452
House,1623,'Gospel Oak',113.986445,0.34,31164
'Flat / Apartment',2774,Hampstead,162.22062,0.7,31164
'Flat / Apartment',868,'South Kensington',172.235023,0.4,23748
House,1489,Mortlake,83.613163,0.28,13728
'Flat / Apartment',1087,'Tower Gateway',87.396504,0.86,32976
House,4415,Balham,74.745187,0.17,28092
'Flat / Apartment',814,'Old Street',98.280098,0.41,38568
House,2853,'West Kensington',10.515247,0.45,23748
House,2299,'Clapham Junction',102.218356,0.76,28092
'Flat / Apartment',1174,Victoria,158.432709,0.39,76860
'Flat / Apartment',601,Victoria,141.430948,0.18,23748
'Flat / Apartment',929,'Canary Wharf',69.967707,0.22,32976
'Flat / Apartment',780,'Imperial Wharf',99.358974,0.99,22068
'Flat / Apartment',693,'Imperial Wharf',90.18759,0.3,22068
'New development',1175,'Hackney Central',75.319149,0.8,33036
'New development',647,'Putney Bridge',91.962906,2.11,28092
'New development',657,'Putney Bridge',90.563166,2.11,28092
'Flat / Apartment',1420,'Clapham Common',52.816901,0.49,34956
'Flat / Apartment',1203,Angel,145.469659,0.91,31164
'Flat / Apartment',701,'Canary Wharf',82.025678,0.47,32976
House,1272,Balham,102.201258,0.37,28092
'Flat / Apartment',864,Homerton,75.231481,0.11,33036
'Flat / Apartment',1471,'Camden Town',186.947655,0.82,38568
'Flat / Apartment',1540,'Camden Town',147.727273,0.53,38568
'Flat / Apartment',887,Victoria,145.997745,0.3,23748
'Flat / Apartment',764,'Clapham Junction',99.47644,0.23,28092
'Flat / Apartment',820,'Clapham Common',103.658537,0.31,34956
House,1799,'Hackney Downs',87.548638,0.34,33036
'New development',667,Brixton,93.703148,0.37,34956
House,2199,'Chiswick Park',86.40291,0.19,27216
House,3334,'Barnes Bridge',86.832633,0.46,13728
'Flat / Apartment',748,'West Kensington',96.925134,0.41,23748
'Flat / Apartment',580,'Shepherds Bush',129.310345,0.83,22068
House,1324,'Clapham Junction',83.081571,0.49,28092
'Flat / Apartment',2168,'Clapham Junction',108.394834,1.01,28092
'Flat / Apartment',1959,Victoria,109.749872,0.59,76860
House,2346,'Raynes Park',55.41347,0.44,28092
'Flat / Apartment',1082,Wimbledon,73.475046,0.68,28092
'Flat / Apartment',1888,'Raynes Park',71.504237,0.66,28092
'Flat / Apartment',721,Homerton,70.73509,0.18,33036
'Flat / Apartment',469,'Camden Town',117.270789,1.8,38568
'Flat / Apartment',619,'St. Johns Wood',102.584814,0.37,76860
'Flat / Apartment',669,Hampstead,100.149477,0.99,31164
'Flat / Apartment',1173,'Old Street',8.525149,0.06,38568
House,1616,'South Kensington',225.866337,0.53,23748
House,1255,'Wandsworth Town',85.657371,3.39,28092
House,4661,'Putney Bridge',79.274834,2.07,28092
'Flat / Apartment',524,'Clapham Junction',95.419847,0.48,28092
'Flat / Apartment',926,'Clapham Junction',92.332613,0.64,28092
'Flat / Apartment',693,'Clapham Common',97.402597,0.59,34956
House,1324,'Clapham Junction',97.809668,0.36,28092
House,1920,'Clapham Junction',75.520833,0.93,28092
House,1558,'Clapham Common',107.509628,0.23,34956
'Flat / Apartment',458,'Wandsworth Town',98.253275,3.42,28092
'Flat / Apartment',818,'Wandsworth Town',73.349633,3.42,28092
'Flat / Apartment',565,'Wandsworth Town',92.920354,3.42,28092
'Flat / Apartment',791,'Maida Vale',107.458913,0.37,23748
'Flat / Apartment',663,'Goodge Street',165.158371,0.42,76860
'Flat / Apartment',1374,'Oxford Circus',187.409025,0.3,76860
'Flat / Apartment',1089,'Bond Street',160.697888,0.39,76860
House,1010,Victoria,193.069307,2.04,23748
'Flat / Apartment',757,'South Kensington',184.280053,0.3,23748
House,2282,'High Street Kensington',140.22787,0.24,23748
'Flat / Apartment',476,'High Street Kensington',162.815126,0.2,23748
House,1433,'High Street Kensington',160.502442,0.43,23748
'Flat / Apartment',483,'Hackney Downs',62.111801,0.84,33036
House,1787,'Gospel Oak',100.447678,0.59,31164
House,1888,'East Finchley',82.097458,0.58,31452
'Flat / Apartment',985,Hampstead,88.832487,0.89,31164
House,2858,'Imperial Wharf',82.225332,0.22,22068
'Flat / Apartment',1730,'Imperial Wharf',112.716763,1.17,22068
House,1102,'Imperial Wharf',127.041742,0.86,22068
House,3558,'Ealing Broadway',77.290613,0.49,32364
'Flat / Apartment',770,'Ealing Broadway',64.935065,1,32364
'Flat / Apartment',635,'West Brompton',137.007874,0.22,23748
'Flat / Apartment',689,'Earls Court',168.359942,0.15,23748
'New development',1023,'Imperial Wharf',131.964809,0.75,22068
'Flat / Apartment',1575,'Tower Gateway',68.253968,0.86,32976
'Flat / Apartment',848,'Clapham Common',81.957547,0.13,34956
House,1350,Balham,90.740741,0.12,28092
House,2668,Balham,86.206897,0.35,28092
'Flat / Apartment',848,Tooting,64.858491,5.4,28092
'Flat / Apartment',640,'Canary Wharf',70.3125,0.54,32976
'Flat / Apartment',1399,'Canary Wharf',46.461758,0.51,32976
'Flat / Apartment',963,Farringdon,98.650052,0.74,38568
'Flat / Apartment',747,'Chancery Lane',118.473896,0.28,38568
House,1688,'Chiswick Park',94.490521,1.07,27216
House,705,'Chiswick Park',95.744681,1.29,27216
House,3491,'Barnes Bridge',71.612718,0.56,13728
'New development',672,'Shepherds Bush',115.327381,0.82,22068
'Flat / Apartment',1081,Hammersmith,92.044403,0.48,22068
'Flat / Apartment',640,'Clapham Junction',89.0625,1.08,28092
'Flat / Apartment',935,'Clapham Junction',101.604278,0.96,28092
'Flat / Apartment',569,'Aldgate East',96.660808,0.22,32976
'Flat / Apartment',1101,Hammersmith,108.991826,0.47,22068
'Flat / Apartment',1961,Wimbledon,96.889342,0.69,28092
'Flat / Apartment',721,'Wandsworth Town',83.217753,1.22,28092
'Flat / Apartment',549,Homerton,81.967213,0.26,33036
House,2142,'Camden Town',137.721755,1.62,38568
House,2064,Hampstead,86.967054,0.48,31164
'Flat / Apartment',1030,'Wandsworth Town',82.524272,3.63,28092
'Flat / Apartment',930,Tooting,91.397849,5.52,28092
'Flat / Apartment',1384,'Russell Square',158.598266,0.41,38568
'Flat / Apartment',560,'West Brompton',125,0.5,23748
House,2128,'Barnes Bridge',99.859023,1.44,13728
'Flat / Apartment',1033,'Clapham Junction',94.385286,0.82,28092
'Flat / Apartment',1467,'Russell Square',13.633265,0.2,38568
'Flat / Apartment',677,'Royal Victoria',66.469719,0.28,36132
'Flat / Apartment',502,Homerton,74.701195,0.15,33036
'Flat / Apartment',562,Farringdon,115.658363,0.64,38568
House,2177,'Chiswick Park',101.0565,0.35,27216
House,1835,'Wandsworth Town',76.021798,3.41,28092
'Flat / Apartment',590,'Royal Victoria',63.559322,0.2,36132
'Flat / Apartment',956,'Maida Vale',125.523013,0.06,23748
House,2580,Hammersmith,96.705426,0.66,22068
'Flat / Apartment',662,Angel,98.187311,0.74,31164
'Flat / Apartment',1159,'West Brompton',107.851596,0.96,23748
'Flat / Apartment',847,Homerton,91.49941,0.2,33036
'Flat / Apartment',774,'Wandsworth Town',89.793282,3.44,28092
'Flat / Apartment',526,'Wandsworth Town',71.292776,0.61,28092
'Flat / Apartment',930,'West Kensington',89.247312,0.36,23748
'Flat / Apartment',526,Westminster,120.722433,0.33,76860
'Flat / Apartment',976,'Maida Vale',130.635246,0.29,23748
'Flat / Apartment',1313,Hampstead,83.777609,0.8,31164
Penthouse,2922,Barbican,154.004107,0.59,38568
'Flat / Apartment',1295,Paddington,212.355212,0.22,76860
'Flat / Apartment',947,'Clapham Junction',100.31679,1.24,28092
'Flat / Apartment',789,'West Hampstead',90.621039,1.18,31164
'Flat / Apartment',2047,Paddington,151.441133,0.43,23748
'New development',1075,'Old Street',183.906977,0.12,33036
'New development',1372,'Old Street',173.396501,0.12,33036
'New development',1594,'Old Street',181.869511,0.12,33036
House,3546,Hampstead,133.953751,0.7,31164
'Flat / Apartment',800,'Aldgate East',56.25,1.46,32976
House,1450,'Putney Bridge',85.862069,2.04,28092
House,1262,'Wandsworth Town',94.690967,3.3,28092
House,946,'St. Johns Wood',140.063425,0.34,76860
'Flat / Apartment',853,Angel,90.855803,0.78,31164
'Flat / Apartment',667,'Wandsworth Town',69.715142,3.4,28092
House,2535,Tooting,58.974359,5.57,28092
'Flat / Apartment',495,'Old Street',131.313131,0.43,31164
House,926,Mortlake,83.693305,0.37,13728
'Flat / Apartment',1053,'Goodge Street',227.920228,0.21,38568
House,1903,'Putney Bridge',89.06989,2.13,28092
House,1980,Tooting,64.393939,5.55,28092
House,2475,Highgate,101.010101,0.15,29436
'New development',819,Vauxhall,103.785104,1.77,23748
House,2101,'Shepherds Bush',85.435507,1.3,22068
'Flat / Apartment',613,'Wandsworth Town',93.800979,3.46,28092
House,3900,'Acton Central',76.897436,0.44,27264
'Flat / Apartment',781,Hampstead,110.755442,1.35,31164
'Flat / Apartment',1364,'London Bridge',109.970674,0.79,35496
House,972,'Ealing Broadway',87.44856,1.49,32364
'Flat / Apartment',554,'Tower Gateway',75.812274,0.87,32976
'Flat / Apartment',573,Hampstead,143.979058,0.06,31164
'Flat / Apartment',802,'Bond Street',268.0798,0.48,76860
'Flat / Apartment',773,'South Kensington',155.239327,0.34,23748
'Flat / Apartment',463,'Oxford Circus',150.107991,0.89,76860
'Flat / Apartment',785,Angel,95.541401,0.93,31164
'Flat / Apartment',1133,Paddington,132.39188,1.34,23748
'Flat / Apartment',822,'Maida Vale',103.406326,0.19,23748
'Flat / Apartment',1407,'Aldgate East',88.841507,0.4,32976
'Flat / Apartment',641,Westminster,214.50858,0.7,76860
'Flat / Apartment',517,'South Kensington',163.44294,0.21,23748
'Flat / Apartment',541,'Canary Wharf',103.512015,0.33,32976
'Flat / Apartment',549,'Wandsworth Town',74.681239,3.35,28092
'Flat / Apartment',562,Homerton,88.078292,0.07,33036
'Flat / Apartment',882,Balham,90.136054,0.19,28092
House,2736,Brixton,7.309942,0.45,34956
'New development',898,'Old Street',105.790646,0.49,33036
'Flat / Apartment',1234,'Old Street',109.400324,0.56,31164
'Flat / Apartment',962,'Gospel Oak',93.555094,0.52,31164
'Flat / Apartment',1539,'West Kensington',97.465887,0.29,23748
'New development',1184,Mortlake,88.682432,0.31,13728
'Flat / Apartment',594,'Hackney Downs',82.491582,1.06,33036
'Flat / Apartment',741,Temple,147.773279,0.24,76860
'Flat / Apartment',648,'Barnes Bridge',96.450617,1.66,13728
House,3252,'Chiswick Park',79.9508,0.44,27216
'Flat / Apartment',2024,'High Street Kensington',165.513834,0.34,23748
House,4767,'Clapham Common',83.805328,0.15,34956
House,2082,'Clapham Common',120.076849,0.55,34956
'New development',883,'Finsbury Park',81.540204,0.06,33036
'New development',883,'Finsbury Park',80.973952,0.06,33036
'New development',883,'Finsbury Park',80.407701,0.06,33036
'Flat / Apartment',678,'Wandsworth Town',66.371681,3.5,28092
'Flat / Apartment',955,Angel,99.47644,0.82,31164
Penthouse,1152,'Gospel Oak',104.166667,0.62,31164
House,2290,'Chiswick Park',91.703057,0.21,27216
House,1384,'Clapham Common',92.124277,0.38,34956
House,1013,Angel,123.395854,0.33,31164
Penthouse,913,'Hackney Downs',101.314348,1.06,33036
'Flat / Apartment',1682,Victoria,184.3044,1.21,23748
House,3143,'Chiswick Park',56.474706,0.59,27216
House,2230,'Wandsworth Town',78.475336,3.78,28092
House,1654,Brixton,78.295042,0.78,34956
House,2446,'Clapham Common',72.567457,0.21,34956
House,1415,'South Kensington',208.480565,0.57,23748
'Flat / Apartment',570,Victoria,114.035088,0.34,23748
House,1674,'Wandsworth Town',74.671446,0.42,28092
House,1805,'Wandsworth Town',72.022161,3.83,28092
'Flat / Apartment',274,Homerton,1094.708029,0.07,33036
'Flat / Apartment',424,'Bethnal Green',86.084906,0.24,32976
'Flat / Apartment',720,'Bethnal Green',65.972222,0.24,32976
'Flat / Apartment',738,'Maida Vale',101.626016,0.22,23748
'Flat / Apartment',2006,'Maida Vale',129.361914,0.15,23748
'New development',1545,Temple,242.718447,0.18,76860
House,954,Angel,141.509434,1,31164
'Flat / Apartment',688,'Hackney Downs',83.575581,0.88,33036
'New development',986,'Ealing Broadway',91.27789,0.62,32364
'Flat / Apartment',829,'South Kensington',180.337756,0.32,23748
'Flat / Apartment',626,'Tower Gateway',79.073482,0.79,32976
'Flat / Apartment',446,Lewisham,67.264574,0.75,28872
House,1019,'Chiswick Park',78.017664,1.32,27216
House,1606,'Barnes Bridge',77.833126,1.42,13728
'Flat / Apartment',1383,'Clapham Junction',135.574837,1.06,28092
'Flat / Apartment',898,'Wandsworth Town',77.951002,3.36,28092
House,2650,Paddington,173.584906,1.14,23748
'New development',1049,'Old Street',155.386082,0.36,31164
House,1357,'Wandsworth Town',68.16507,3.86,28092
'Flat / Apartment',1816,Victoria,63.325991,0.42,76860
House,5509,Wimbledon,72.517698,0.39,28092
House,2342,Tooting,60.845431,5.43,28092
House,2885,'Chiswick Park',114.384749,0.92,27216
'Flat / Apartment',848,Victoria,104.95283,0.38,76860
'Flat / Apartment',523,'Putney Bridge',81.26195,2.04,28092
'Flat / Apartment',512,'Tower Gateway',68.359375,0.86,32976
'Flat / Apartment',469,'West Hampstead',85.074627,1.14,31164
'Flat / Apartment',1001,'West Brompton',134.365634,0.71,23748
Penthouse,1154,'Old Street',103.986135,0.24,38568
'New development',2767,'Barnes Bridge',102.999639,0.89,13728
'Flat / Apartment',1055,'Wandsworth Town',78.199052,3.48,28092
'Flat / Apartment',600,'Maida Vale',119.166667,0.34,23748
'Flat / Apartment',565,'South Kensington',150.442478,0.36,23748
Penthouse,902,'Chiswick Park',69.290466,1.2,27216
House,4002,Angel,118.690655,0.93,31164
House,2492,'Clapham Junction',88.081862,0.98,28092
'Flat / Apartment',1056,'Oxford Circus',108.901515,0.52,76860
'Flat / Apartment',1332,Hampstead,93.843844,0.36,31164
'Flat / Apartment',631,'Oxford Circus',166.402536,0.07,76860
'Flat / Apartment',1641,'West Kensington',100.548446,0.28,23748
House,1962,Balham,81.549439,0.75,28092
'Flat / Apartment',1100,Victoria,77.272727,0.24,23748
House,1867,'Wandsworth Town',72.308516,3.81,28092
House,2140,'Wandsworth Town',85.280374,3.26,28092
House,3801,'Wandsworth Town',61.825835,3.81,28092
Penthouse,1039,Stratford,76.997113,0.27,36132
'Flat / Apartment',1152,'St. Johns Wood',95.486111,0.11,76860
'Flat / Apartment',625,'Clapham Junction',92,0.47,28092
'New development',1712,'Clapham Junction',80.315421,0.25,28092
House,1845,Angel,90.785908,1.24,31164
'Flat / Apartment',964,'Ealing Broadway',72.614108,0.33,32364
House,2151,'Ealing Broadway',65.086007,1.3,32364
'Flat / Apartment',1846,'Earls Court',178.494041,0.28,23748
'Flat / Apartment',660,'Canada Water',74.090909,0.82,35496
Penthouse,831,'West Brompton',167.870036,0.48,23748
'Flat / Apartment',834,'Earls Court',143.884892,0.44,23748
'Flat / Apartment',784,'Chiswick Park',88.647959,0.16,27216
'Flat / Apartment',822,'Royal Victoria',60.827251,0.1,36132
'Flat / Apartment',880,'Clapham Junction',107.954545,0.6,28092
'Flat / Apartment',1215,Victoria,125.514403,0.37,76860
Penthouse,1409,'South Kensington',248.048261,0.35,23748
'Flat / Apartment',1010,'Clapham Junction',84.158416,0.67,28092
'Flat / Apartment',2750,'Maida Vale',154.545455,0.42,23748
'Flat / Apartment',624,'Earls Court',124.198718,0.42,23748
'Flat / Apartment',386,Farringdon,116.580311,0.64,38568
'Flat / Apartment',458,Victoria,141.921397,0.38,23748
'New development',1776,'South Kensington',216.779279,0.4,23748
'Flat / Apartment',832,'South Kensington',156.25,0.34,23748
House,1253,'Ealing Broadway',71.827614,0.25,32364
'Flat / Apartment',1107,'Ladbroke Grove',135.501355,0.13,23748
Duplex,1295,'Clapham Junction',83.011583,0.44,28092
'Flat / Apartment',928,'Maida Vale',123.922414,0.42,23748
House,3953,'Barnes Bridge',74.626866,1.56,13728
House,2768,'Clapham Junction',100.975434,0.86,28092
'Flat / Apartment',1100,'West Kensington',104.545455,0.35,23748
House,1543,Paddington,184.70512,0.25,76860
House,2090,Hammersmith,90.909091,0.94,22068
'Flat / Apartment',517,Hammersmith,106.382979,0.9,22068
House,1777,Tooting,87.225661,5.44,28092
'Flat / Apartment',902,Angel,11.086475,1.18,31164
'New development',3682,Blackheath,67.897882,1.04,28872
House,1305,Wimbledon,68.582375,0.51,28092
'Flat / Apartment',797,'Wandsworth Town',81.555834,3.78,28092
'Flat / Apartment',1504,Victoria,275.930851,1.93,23748
'Flat / Apartment',1883,Hampstead,103.558152,0.48,31164
'Flat / Apartment',1821,'Earls Court',151.015925,0.19,23748
'Flat / Apartment',529,'Shepherds Bush',103.969754,0.58,22068
House,1860,'Shepherds Bush',80.645161,0.92,22068
House,2090,'Clapham Junction',93.301435,0.64,28092
'Flat / Apartment',1830,Paddington,117.486339,1.1,23748
House,2682,'Imperial Wharf',104.399702,1.17,22068
'Flat / Apartment',816,Balham,91.911765,0.21,28092
House,6388,Mortlake,10.958046,0.37,13728
'Flat / Apartment',553,Greenwich,71.428571,2.53,28476
'Flat / Apartment',661,'Maida Vale',103.630862,0.15,23748
'Flat / Apartment',986,Hammersmith,80.628803,0.86,22068
'Flat / Apartment',570,'Maida Vale',105.263158,0.3,23748
'Flat / Apartment',616,'Maida Vale',101.461039,0.31,23748
'Flat / Apartment',832,'Tower Gateway',93.149038,0.67,32976
'Flat / Apartment',880,'Shepherds Bush',133.522727,0.82,22068
House,1449,'Clapham Junction',82.815735,0.31,28092
'Flat / Apartment',1901,'Camden Town',15.781168,0.55,38568
'Flat / Apartment',787,'Maida Vale',123.888183,0.42,23748
Penthouse,2402,Highgate,110.324729,0.25,29436
'Flat / Apartment',793,'Barnes Bridge',72.509458,1.27,?
'Flat / Apartment',1657,Paddington,226.312613,1.28,23748
'Flat / Apartment',893,Balham,81.74692,0.12,28092
House,1268,'Clapham Common',86.356467,0.43,34956
House,2087,Victoria,210.828941,1.43,23748
House,1625,Angel,113.846154,1.31,31164
'Flat / Apartment',908,Hampstead,121.145374,1.09,31164
'Flat / Apartment',971,'Earls Court',153.964985,0.14,23748
'Flat / Apartment',504,Streatham,74.404762,6.34,34956
'Flat / Apartment',473,Tooting,89.852008,5.42,28092
'Flat / Apartment',767,Balham,88.005215,0.26,28092
House,3203,'Barnes Bridge',101.467374,1.28,13728
House,2336,'Clapham Common',76.840753,0.17,34956
'Flat / Apartment',1380,'Ealing Broadway',7.246377,0.41,32364
'Flat / Apartment',1155,'Putney Bridge',81.385281,2.05,28092
'Flat / Apartment',305,Wimbledon,1311.311475,0.29,28092
'Flat / Apartment',415,Bromley-by-Bow,87.951807,0.61,32976
'Flat / Apartment',892,'Maida Vale',84.080717,0.24,23748
House,2247,'Wandsworth Town',82.331998,3.58,28092
'Flat / Apartment',892,Hampstead,11.210762,1.33,31164
'Flat / Apartment',675,'South Kensington',188.888889,0.4,23748
'Flat / Apartment',1945,'Wandsworth Town',115.681234,3.3,28092
House,4847,'Camden Town',77.367444,0.59,38568
'Flat / Apartment',880,'Caledonian Road & Barnsbury',85.227273,0.37,31164
'Flat / Apartment',680,'Wandsworth Town',73.529412,3.34,28092
'Flat / Apartment',1282,'West Brompton',124.804992,0.98,23748
'Flat / Apartment',836,'Old Street',83.732057,0.44,38568
'Flat / Apartment',767,'Maida Vale',101.694915,0.35,23748
House,1782,Victoria,154.320988,0.44,23748
'Flat / Apartment',603,'High Street Kensington',109.452736,0.11,23748
House,1602,Tooting,74.594257,5.49,28092
House,1993,'Imperial Wharf',85.248369,0.22,22068
House,1450,Balham,86.206897,0.37,28092
'Flat / Apartment',945,'St. Johns Wood',84.656085,0.15,76860
House,2351,'Clapham Junction',95.703956,0.85,28092
'Flat / Apartment',1203,'Canary Wharf',103.906899,0.52,32976
House,3478,Streatham,53.910293,6.34,34956
House,2804,Hanwell,44.579173,0.61,32364
House,2605,'Imperial Wharf',105.566219,1.19,22068
'Flat / Apartment',896,'Wandsworth Town',61.383929,3.87,28092
'Flat / Apartment',703,'Goodge Street',105.974395,0.45,38568
'Flat / Apartment',654,'Putney Bridge',80.275229,2.03,28092
'Flat / Apartment',882,'Old Street',130.385488,0.44,33036
House,2861,'Shepherds Bush',87.382034,1.11,22068
'New development',612,Hampstead,171.568627,1.21,31164
Penthouse,1455,'Bond Street',199.312715,0.09,76860
House,2910,Tooting,67.869416,5.59,28092
House,2959,'Chiswick Park',94.626563,0.85,27216
'Flat / Apartment',732,'South Kensington',191.256831,0.18,23748
'Flat / Apartment',1242,'Barnes Bridge',58.373591,1.06,13728
'Flat / Apartment',1335,'Russell Square',14.981273,0.36,38568
'Flat / Apartment',838,'Clapham Junction',101.431981,0.93,28092
'Flat / Apartment',440,Angel,57.954545,1.52,31164
'Flat / Apartment',919,Balham,86.507073,0.19,28092
'New development',843,'Oxford Circus',177.935943,0.2,76860
House,1813,Paddington,179.260894,1.45,23748
'Flat / Apartment',893,'Aldgate East',61.590146,0.58,32976
'Flat / Apartment',418,'Gospel Oak',119.617225,0.8,31164
House,3601,'Raynes Park',81.921688,0.4,28092
House,1675,'Wandsworth Town',67.761194,3.88,28092
'Flat / Apartment',1018,'Hackney Downs',63.850688,1,33036
House,2835,'Golders Green',82.892416,0.38,31164
'Flat / Apartment',666,'Earls Court',119.369369,0.3,23748
'Flat / Apartment',1963,'Canary Wharf',96.790627,1.05,32976
House,1907,'Barnes Bridge',102.254851,0.98,13728
'Flat / Apartment',1332,'High Street Kensington',138.888889,0.31,23748
House,3480,Hampstead,114.798851,0.49,31164
House,1269,'Oxford Circus',177.304965,0.23,76860
House,3100,'Barnes Bridge',83.709677,0.6,13728
'Flat / Apartment',767,Angel,84.745763,0.93,31164
'Flat / Apartment',783,'Barnes Bridge',87.484036,0.8,13728
'Flat / Apartment',1026,'Bethnal Green',58.479532,0.39,32976
'Flat / Apartment',518,'Hackney Downs',99.420849,0.11,33036
'Flat / Apartment',1072,Hammersmith,69.962687,0.48,22068
House,2567,'Clapham Common',104.986365,0.12,34956
'New development',2000,'West Brompton',180,0.2,23748
'New development',1075,'Canary Wharf',97.674419,0.43,32976
'Flat / Apartment',810,'Royal Victoria',70.987654,0.77,22431
'Flat / Apartment',536,'Clapham Junction',93.283582,0.93,28092
'Flat / Apartment',753,'Woolwich Arsenal',105.577689,0.34,28476
'Flat / Apartment',574,Bromley-by-Bow,95.818815,0.76,32976
'Flat / Apartment',960,'Shepherds Bush',128.645833,0.8,22068
'Flat / Apartment',1452,'Oxford Circus',178.719008,0.71,76860
House,1467,'Acton Central',61.349693,0.5,27264
House,1730,'Hackney Central',73.699422,0.76,33036
'Flat / Apartment',1665,'St. Johns Wood',162.162162,0.68,76860
'Flat / Apartment',798,'Aldgate East',81.453634,0.59,32976
'Flat / Apartment',425,'Clapham Junction',111.764706,0.7,28092
'Flat / Apartment',647,Brixton,69.551777,0.6,34956
'New development',728,'Caledonian Road & Barnsbury',75.549451,0.75,31164
House,1398,'Hackney Downs',82.260372,0.12,33036
'Flat / Apartment',702,'Chiswick Park',84.757835,1.19,27216
House,5613,Hampstead,86.406556,0.82,31164
House,4923,'Putney Bridge',64.899452,2.03,28092
'New development',925,Cricklewood,85.945946,0.82,31452
